No	Group	SubjectID	ItemID	ResponseText	ItemNo	ItemText
1574	Level2	K2011	t025	ушёл	1	Однажды он ______________ и не вернулся.
1575	Level2	K2012	t025	ушёл	1	Однажды он ______________ и не вернулся.
1576	Level2	K2013	t025	вышел	1	Однажды он ______________ и не вернулся.
1577	Level2	K2014	t025	идёт	1	Однажды он ______________ и не вернулся.
1578	Level2	K2015	t025	вышел	1	Однажды он ______________ и не вернулся.
1579	Level2	K2016	t025	ушёл	1	Однажды он ______________ и не вернулся.
1580	Level2	K2017	t025	ушёл	1	Однажды он ______________ и не вернулся.
1581	Level2	K2018	t025	вышел	1	Однажды он ______________ и не вернулся.
1582	Level2	K2019	t025	ушёл	1	Однажды он ______________ и не вернулся.
1583	Level2	K2020	t025	уехал	1	Однажды он ______________ и не вернулся.
1584	Level2	K2021	t025	ушёл	1	Однажды он ______________ и не вернулся.
1585	Level2	K2022	t025	ушёл	1	Однажды он ______________ и не вернулся.
1586	Level2	K2023	t025	ушёл	1	Однажды он ______________ и не вернулся.
1588	Level2	K2001	t026	влететь	2	Птица хочет ____________ в дом.
1589	Level2	K2002	t026	войти	2	Птица хочет ____________ в дом.
1590	Level2	K2003	t026	влетать	2	Птица хочет ____________ в дом.
1591	Level2	K2004	t026	влететь	2	Птица хочет ____________ в дом.
1592	Level2	K2005	t026	влететь	2	Птица хочет ____________ в дом.
1593	Level2	K2006	t026	влетать	2	Птица хочет ____________ в дом.
1594	Level2	K2007	t026	войти	2	Птица хочет ____________ в дом.
1595	Level2	K2008	t026	войти	2	Птица хочет ____________ в дом.
1596	Level2	K2009	t026	вылететь	2	Птица хочет ____________ в дом.
1597	Level2	K2010	t026	влететь	2	Птица хочет ____________ в дом.
1598	Level2	K2011	t026	волетет	2	Птица хочет ____________ в дом.
1599	Level2	K2012	t026	влететь	2	Птица хочет ____________ в дом.
1600	Level2	K2013	t026	влетать	2	Птица хочет ____________ в дом.
1601	Level2	K2014	t026	лететь	2	Птица хочет ____________ в дом.
1602	Level2	K2015	t026	вылететь	2	Птица хочет ____________ в дом.
1603	Level2	K2016	t026	волетать	2	Птица хочет ____________ в дом.
1604	Level2	K2017	t026	въйти	2	Птица хочет ____________ в дом.
1605	Level2	K2018	t026	влететь	2	Птица хочет ____________ в дом.
1606	Level2	K2019	t026	влететь	2	Птица хочет ____________ в дом.
1607	Level2	K2020	t026	влетать	2	Птица хочет ____________ в дом.
1608	Level2	K2021	t026	влетать	2	Птица хочет ____________ в дом.
1609	Level2	K2022	t026	залететь	2	Птица хочет ____________ в дом.
1610	Level2	K2023	t026	влетать	2	Птица хочет ____________ в дом.
1612	Level2	K2001	t027	переходить	3	Туристы ____________ к берегу на лодке.
1613	Level2	K2002	t027	выходят	3	Туристы ____________ к берегу на лодке.
1614	Level2	K2003	t027	приехали	3	Туристы ____________ к берегу на лодке.
1615	Level2	K2004	t027	подъехали	3	Туристы ____________ к берегу на лодке.
1616	Level2	K2005	t027	уходят	3	Туристы ____________ к берегу на лодке.
1617	Level2	K2006	t027	приехали	3	Туристы ____________ к берегу на лодке.
1618	Level2	K2007	t027	доидут	3	Туристы ____________ к берегу на лодке.
1619	Level2	K2008	t027	выходят	3	Туристы ____________ к берегу на лодке.
1620	Level2	K2009	t027	приедут	3	Туристы ____________ к берегу на лодке.
1621	Level2	K2010	t027	приехал	3	Туристы ____________ к берегу на лодке.
1622	Level2	K2011	t027	сошли	3	Туристы ____________ к берегу на лодке.
1623	Level2	K2012	t027	приходят	3	Туристы ____________ к берегу на лодке.
1624	Level2	K2013	t027	доплыли	3	Туристы ____________ к берегу на лодке.
1625	Level2	K2014	t027	едут	3	Туристы ____________ к берегу на лодке.
1626	Level2	K2015	t027	переплыть	3	Туристы ____________ к берегу на лодке.
1627	Level2	K2016	t027	-	3	Туристы ____________ к берегу на лодке.
1628	Level2	K2017	t027	приедут	3	Туристы ____________ к берегу на лодке.
1629	Level2	K2018	t027	приездят	3	Туристы ____________ к берегу на лодке.
1630	Level2	K2019	t027	уидят	3	Туристы ____________ к берегу на лодке.
1631	Level2	K2020	t027	придят	3	Туристы ____________ к берегу на лодке.
1632	Level2	K2021	t027	приплыли	3	Туристы ____________ к берегу на лодке.
1633	Level2	K2022	t027	сходят	3	Туристы ____________ к берегу на лодке.
1634	Level2	K2023	t027	вышли	3	Туристы ____________ к берегу на лодке.
1636	Level2	K2001	t028	переходить	4	Они _____________ реку через каменный мост.
1637	Level2	K2002	t028	переходят	4	Они _____________ реку через каменный мост.
1638	Level2	K2003	t028	переходят	4	Они _____________ реку через каменный мост.
1639	Level2	K2004	t028	перешли	4	Они _____________ реку через каменный мост.
1640	Level2	K2005	t028	переходят	4	Они _____________ реку через каменный мост.
1641	Level2	K2006	t028	перейдут	4	Они _____________ реку через каменный мост.
1642	Level2	K2007	t028	-	4	Они _____________ реку через каменный мост.
1643	Level2	K2008	t028	переходят	4	Они _____________ реку через каменный мост.
1644	Level2	K2009	t028	переходят	4	Они _____________ реку через каменный мост.
1645	Level2	K2010	t028	пройдут	4	Они _____________ реку через каменный мост.
1646	Level2	K2011	t028	перейдут	4	Они _____________ реку через каменный мост.
1647	Level2	K2012	t028	переходят	4	Они _____________ реку через каменный мост.
1648	Level2	K2013	t028	проходят	4	Они _____________ реку через каменный мост.
1649	Level2	K2014	t028	идёт	4	Они _____________ реку через каменный мост.
1650	Level2	K2015	t028	переходят	4	Они _____________ реку через каменный мост.
1651	Level2	K2016	t028	переходят	4	Они _____________ реку через каменный мост.
1652	Level2	K2017	t028	идут	4	Они _____________ реку через каменный мост.
1653	Level2	K2018	t028	переходят	4	Они _____________ реку через каменный мост.
1654	Level2	K2019	t028	перейти	4	Они _____________ реку через каменный мост.
1655	Level2	K2020	t028	йдят	4	Они _____________ реку через каменный мост.
1656	Level2	K2021	t028	переходят	4	Они _____________ реку через каменный мост.
1657	Level2	K2022	t028	переходят	4	Они _____________ реку через каменный мост.
1658	Level2	K2023	t028	переходят	4	Они _____________ реку через каменный мост.
1660	Level2	K2001	t029	выйти	5	Они сейчас _____________ из лифта.
1661	Level2	K2002	t029	выходят	5	Они сейчас _____________ из лифта.
1662	Level2	K2003	t029	выходят	5	Они сейчас _____________ из лифта.
1663	Level2	K2004	t029	вышли	5	Они сейчас _____________ из лифта.
1664	Level2	K2005	t029	выходят	5	Они сейчас _____________ из лифта.
1665	Level2	K2006	t029	выйдут	5	Они сейчас _____________ из лифта.
1666	Level2	K2007	t029	выходят	5	Они сейчас _____________ из лифта.
1667	Level2	K2008	t029	выходят	5	Они сейчас _____________ из лифта.
1668	Level2	K2009	t029	выходят	5	Они сейчас _____________ из лифта.
1669	Level2	K2010	t029	выйдут	5	Они сейчас _____________ из лифта.
1670	Level2	K2011	t029	сойдут	5	Они сейчас _____________ из лифта.
1671	Level2	K2012	t029	выйдут	5	Они сейчас _____________ из лифта.
1672	Level2	K2013	t029	выходят	5	Они сейчас _____________ из лифта.
1673	Level2	K2014	t029	идут	5	Они сейчас _____________ из лифта.
1674	Level2	K2015	t029	выходят	5	Они сейчас _____________ из лифта.
1675	Level2	K2016	t029	выходят	5	Они сейчас _____________ из лифта.
1676	Level2	K2017	t029	выйдут	5	Они сейчас _____________ из лифта.
1677	Level2	K2018	t029	выходят	5	Они сейчас _____________ из лифта.
1678	Level2	K2019	t029	выйти	5	Они сейчас _____________ из лифта.
1679	Level2	K2020	t029	выходят	5	Они сейчас _____________ из лифта.
1680	Level2	K2021	t029	выходят	5	Они сейчас _____________ из лифта.
1681	Level2	K2022	t029	входят	5	Они сейчас _____________ из лифта.
1682	Level2	K2023	t029	вышли	5	Они сейчас _____________ из лифта.
1684	Level2	K2001	t030	подойти	6	Осторожно! Поезд _____________ к станции.
1685	Level2	K2002	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1686	Level2	K2003	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1687	Level2	K2004	t030	подошёл	6	Осторожно! Поезд _____________ к станции.
1688	Level2	K2005	t030	придёт	6	Осторожно! Поезд _____________ к станции.
1689	Level2	K2006	t030	придет	6	Осторожно! Поезд _____________ к станции.
1690	Level2	K2007	t030	доедет	6	Осторожно! Поезд _____________ к станции.
1691	Level2	K2008	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1692	Level2	K2009	t030	подезжает	6	Осторожно! Поезд _____________ к станции.
1693	Level2	K2010	t030	подойдёт	6	Осторожно! Поезд _____________ к станции.
1694	Level2	K2011	t030	подойдёт	6	Осторожно! Поезд _____________ к станции.
1695	Level2	K2012	t030	приедет	6	Осторожно! Поезд _____________ к станции.
1696	Level2	K2013	t030	приходит	6	Осторожно! Поезд _____________ к станции.
1697	Level2	K2014	t030	едет	6	Осторожно! Поезд _____________ к станции.
1698	Level2	K2015	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1699	Level2	K2016	t030	проездит	6	Осторожно! Поезд _____________ к станции.
1700	Level2	K2017	t030	приедет	6	Осторожно! Поезд _____________ к станции.
1701	Level2	K2018	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1702	Level2	K2019	t030	подъехать	6	Осторожно! Поезд _____________ к станции.
1703	Level2	K2020	t030	придёт	6	Осторожно! Поезд _____________ к станции.
1704	Level2	K2021	t030	подходит	6	Осторожно! Поезд _____________ к станции.
1705	Level2	K2022	t030	отправляется	6	Осторожно! Поезд _____________ к станции.
1706	Level2	K2023	t030	подехал	6	Осторожно! Поезд _____________ к станции.
1708	Level2	K2001	t031	пройти	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1709	Level2	K2002	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1710	Level2	K2003	t031	проходите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1711	Level2	K2004	t031	проидите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1712	Level2	K2005	t031	Проходи	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1713	Level2	K2006	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1714	Level2	K2007	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1715	Level2	K2008	t031	проходите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1716	Level2	K2009	t031	иди	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1717	Level2	K2010	t031	пройдите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1718	Level2	K2011	t031	пойти	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1719	Level2	K2012	t031	находиться	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1720	Level2	K2013	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1721	Level2	K2014	t031	пойдете	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1722	Level2	K2015	t031	пойдите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1723	Level2	K2016	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1724	Level2	K2017	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1725	Level2	K2018	t031	пойдите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1726	Level2	K2019	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1727	Level2	K2020	t031	поидите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1728	Level2	K2021	t031	проходи	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1729	Level2	K2022	t031	идите прямо	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1730	Level2	K2023	t031	идите	7	A: Где наша аудитория? B: _____________ по коридору 50 метров. А потом поверните налево.
1732	Level2	K2001	t032	обойти	8	Нам нужно __________ это место.
1733	Level2	K2002	t032	обойти	8	Нам нужно __________ это место.
1734	Level2	K2003	t032	обходить	8	Нам нужно __________ это место.
1735	Level2	K2004	t032	обойти	8	Нам нужно __________ это место.
1736	Level2	K2005	t032	обходить	8	Нам нужно __________ это место.
1737	Level2	K2006	t032	обойти	8	Нам нужно __________ это место.
1738	Level2	K2007	t032	остаться	8	Нам нужно __________ это место.
1739	Level2	K2008	t032	обойти	8	Нам нужно __________ это место.
1740	Level2	K2009	t032	обойти	8	Нам нужно __________ это место.
1741	Level2	K2010	t032	обойти	8	Нам нужно __________ это место.
1742	Level2	K2011	t032	обойти	8	Нам нужно __________ это место.
1743	Level2	K2012	t032	обойти	8	Нам нужно __________ это место.
1744	Level2	K2013	t032	обходить	8	Нам нужно __________ это место.
1745	Level2	K2014	t032	не йдти	8	Нам нужно __________ это место.
1746	Level2	K2015	t032	обойти	8	Нам нужно __________ это место.
1747	Level2	K2016	t032	-	8	Нам нужно __________ это место.
1748	Level2	K2017	t032	не ходить в	8	Нам нужно __________ это место.
1749	Level2	K2018	t032	обойти	8	Нам нужно __________ это место.
1750	Level2	K2019	t032	обоидти	8	Нам нужно __________ это место.
1751	Level2	K2020	t032	обходить	8	Нам нужно __________ это место.
1752	Level2	K2021	t032	перейти	8	Нам нужно __________ это место.
1753	Level2	K2022	t032	пройти	8	Нам нужно __________ это место.
1754	Level2	K2023	t032	обойти	8	Нам нужно __________ это место.
1756	Level2	K2001	t033	взлететь	9	Самолёт только что ____________ с аэродрома.
1757	Level2	K2002	t033	взлетел	9	Самолёт только что ____________ с аэродрома.
1758	Level2	K2003	t033	вылетел	9	Самолёт только что ____________ с аэродрома.
1759	Level2	K2004	t033	взлетел	9	Самолёт только что ____________ с аэродрома.
1760	Level2	K2005	t033	улетел	9	Самолёт только что ____________ с аэродрома.
1761	Level2	K2006	t033	улетил	9	Самолёт только что ____________ с аэродрома.
1762	Level2	K2007	t033	-	9	Самолёт только что ____________ с аэродрома.
1763	Level2	K2008	t033	полетел	9	Самолёт только что ____________ с аэродрома.
1764	Level2	K2009	t033	вылетает	9	Самолёт только что ____________ с аэродрома.
1765	Level2	K2010	t033	вылетел	9	Самолёт только что ____________ с аэродрома.
1766	Level2	K2011	t033	полетел	9	Самолёт только что ____________ с аэродрома.
1767	Level2	K2012	t033	полетел	9	Самолёт только что ____________ с аэродрома.
1768	Level2	K2013	t033	вылетил	9	Самолёт только что ____________ с аэродрома.
1769	Level2	K2014	t033	уехал	9	Самолёт только что ____________ с аэродрома.
1770	Level2	K2015	t033	вылетел	9	Самолёт только что ____________ с аэродрома.
1771	Level2	K2016	t033	улетил	9	Самолёт только что ____________ с аэродрома.
1772	Level2	K2017	t033	-	9	Самолёт только что ____________ с аэродрома.
1773	Level2	K2018	t033	улетел	9	Самолёт только что ____________ с аэродрома.
1774	Level2	K2019	t033	-	9	Самолёт только что ____________ с аэродрома.
1775	Level2	K2020	t033	слетает	9	Самолёт только что ____________ с аэродрома.
1776	Level2	K2021	t033	улетил	9	Самолёт только что ____________ с аэродрома.
1777	Level2	K2022	t033	взлетел	9	Самолёт только что ____________ с аэродрома.
1778	Level2	K2023	t033	вылетел	9	Самолёт только что ____________ с аэродрома.
1780	Level2	K2001	t034	подплывать	10	Пловец сейчас ______________ к стенке бассейна.
1781	Level2	K2002	t034	подплывает	10	Пловец сейчас ______________ к стенке бассейна.
1782	Level2	K2003	t034	подплыл	10	Пловец сейчас ______________ к стенке бассейна.
1783	Level2	K2004	t034	подплыл	10	Пловец сейчас ______________ к стенке бассейна.
1784	Level2	K2005	t034	придёт	10	Пловец сейчас ______________ к стенке бассейна.
1785	Level2	K2006	t034	приплавает	10	Пловец сейчас ______________ к стенке бассейна.
1786	Level2	K2007	t034	доидёт	10	Пловец сейчас ______________ к стенке бассейна.
1787	Level2	K2008	t034	подплыл	10	Пловец сейчас ______________ к стенке бассейна.
1788	Level2	K2009	t034	подплавает	10	Пловец сейчас ______________ к стенке бассейна.
1789	Level2	K2010	t034	приплавает	10	Пловец сейчас ______________ к стенке бассейна.
1790	Level2	K2011	t034	подплывёт	10	Пловец сейчас ______________ к стенке бассейна.
1791	Level2	K2012	t034	подплавает	10	Пловец сейчас ______________ к стенке бассейна.
1792	Level2	K2013	t034	приплевает	10	Пловец сейчас ______________ к стенке бассейна.
1793	Level2	K2014	t034	приходет	10	Пловец сейчас ______________ к стенке бассейна.
1794	Level2	K2015	t034	подплывает	10	Пловец сейчас ______________ к стенке бассейна.
1795	Level2	K2016	t034	-	10	Пловец сейчас ______________ к стенке бассейна.
1796	Level2	K2017	t034	приплавает	10	Пловец сейчас ______________ к стенке бассейна.
1797	Level2	K2018	t034	подплавает	10	Пловец сейчас ______________ к стенке бассейна.
1798	Level2	K2019	t034	подплыть	10	Пловец сейчас ______________ к стенке бассейна.
1799	Level2	K2020	t034	приплавает	10	Пловец сейчас ______________ к стенке бассейна.
1800	Level2	K2021	t034	подплывает	10	Пловец сейчас ______________ к стенке бассейна.
1801	Level2	K2022	t034	-	10	Пловец сейчас ______________ к стенке бассейна.
1802	Level2	K2023	t034	подплывал	10	Пловец сейчас ______________ к стенке бассейна.
1804	Level2	K2001	t035	отойти	11	Она __________ от края скалы.
1805	Level2	K2002	t035	отходит	11	Она __________ от края скалы.
1806	Level2	K2003	t035	отходит	11	Она __________ от края скалы.
1807	Level2	K2004	t035	отошла	11	Она __________ от края скалы.
1808	Level2	K2005	t035	отошла	11	Она __________ от края скалы.
1809	Level2	K2006	t035	зайдёт	11	Она __________ от края скалы.
1810	Level2	K2007	t035	-	11	Она __________ от края скалы.
1811	Level2	K2008	t035	отходит	11	Она __________ от края скалы.
1812	Level2	K2009	t035	отходила	11	Она __________ от края скалы.
1813	Level2	K2010	t035	уйдёт	11	Она __________ от края скалы.
1814	Level2	K2011	t035	отойдет	11	Она __________ от края скалы.
1815	Level2	K2012	t035	отойдёт	11	Она __________ от края скалы.
1816	Level2	K2013	t035	отходит	11	Она __________ от края скалы.
1817	Level2	K2014	t035	идёт	11	Она __________ от края скалы.
1818	Level2	K2015	t035	отходит	11	Она __________ от края скалы.
1819	Level2	K2016	t035	-	11	Она __________ от края скалы.
1820	Level2	K2017	t035	ушла	11	Она __________ от края скалы.
1821	Level2	K2018	t035	отходит	11	Она __________ от края скалы.
1822	Level2	K2019	t035	отоидти	11	Она __________ от края скалы.
1823	Level2	K2020	t035	выйдёт	11	Она __________ от края скалы.
1824	Level2	K2021	t035	отступает	11	Она __________ от края скалы.
1825	Level2	K2022	t035	отошла	11	Она __________ от края скалы.
1826	Level2	K2023	t035	уступал	11	Она __________ от края скалы.
1828	Level2	K2001	t036	подбегать	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1829	Level2	K2002	t036	подбегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1830	Level2	K2003	t036	подбежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1831	Level2	K2004	t036	подбежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1832	Level2	K2005	t036	приходит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1833	Level2	K2006	t036	добежает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1834	Level2	K2007	t036	доидёт	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1835	Level2	K2008	t036	подбегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1836	Level2	K2009	t036	подходит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1837	Level2	K2010	t036	подбежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1838	Level2	K2011	t036	побежет	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1839	Level2	K2012	t036	подходит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1840	Level2	K2013	t036	бегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1841	Level2	K2014	t036	подохожу	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1842	Level2	K2015	t036	подбегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1843	Level2	K2016	t036	побежала	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1844	Level2	K2017	t036	идёт	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1845	Level2	K2018	t036	бежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1846	Level2	K2019	t036	прибежать	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1847	Level2	K2020	t036	прибегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1848	Level2	K2021	t036	бегает	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1849	Level2	K2022	t036	бежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1850	Level2	K2023	t036	подбежит	12	Папа с улыбкой смотрит на дочку, которая ___________________ к нему.
1852	Level2	K2001	t037	подлетать	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1853	Level2	K2002	t037	спускается	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1854	Level2	K2003	t037	подлетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1855	Level2	K2004	t037	подошёл	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1856	Level2	K2005	t037	подлетет	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1857	Level2	K2006	t037	прилетит	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1858	Level2	K2007	t037	доедет	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1859	Level2	K2008	t037	подойдёт	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1860	Level2	K2009	t037	подлетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1861	Level2	K2010	t037	прилетит	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1862	Level2	K2011	t037	подойдёт	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1863	Level2	K2012	t037	прилетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1864	Level2	K2013	t037	долетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1865	Level2	K2014	t037	поехал	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1866	Level2	K2015	t037	прилетит	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1867	Level2	K2016	t037	долетил	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1868	Level2	K2017	t037	придёт	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1869	Level2	K2018	t037	прилетит	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1870	Level2	K2019	t037	прилететь	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1871	Level2	K2020	t037	прилетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1872	Level2	K2021	t037	подлетает	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1873	Level2	K2022	t037	приближается	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1874	Level2	K2023	t037	подехал	13	Внимание! Наш самолёт ________ к аэропорту города Сеул. Приготовьтесь к посадке.
1876	Level2	K2001	t038	входить	14	Машина ____________ в гараж.
1877	Level2	K2002	t038	идёт	14	Машина ____________ в гараж.
1878	Level2	K2003	t038	входит	14	Машина ____________ в гараж.
1879	Level2	K2004	t038	въехала	14	Машина ____________ в гараж.
1880	Level2	K2005	t038	вошёл	14	Машина ____________ в гараж.
1881	Level2	K2006	t038	воидёт	14	Машина ____________ в гараж.
1882	Level2	K2007	t038	останавливаеться	14	Машина ____________ в гараж.
1883	Level2	K2008	t038	входит	14	Машина ____________ в гараж.
1884	Level2	K2009	t038	воежзал	14	Машина ____________ в гараж.
1885	Level2	K2010	t038	входит	14	Машина ____________ в гараж.
1886	Level2	K2011	t038	войдет	14	Машина ____________ в гараж.
1887	Level2	K2012	t038	въедет	14	Машина ____________ в гараж.
1888	Level2	K2013	t038	входит	14	Машина ____________ в гараж.
1889	Level2	K2014	t038	идет	14	Машина ____________ в гараж.
1890	Level2	K2015	t038	въезжает	14	Машина ____________ в гараж.
1891	Level2	K2016	t038	воедет	14	Машина ____________ в гараж.
1892	Level2	K2017	t038	выедет	14	Машина ____________ в гараж.
1893	Level2	K2018	t038	въезжает	14	Машина ____________ в гараж.
1894	Level2	K2019	t038	воехать	14	Машина ____________ в гараж.
1895	Level2	K2020	t038	ведёт	14	Машина ____________ в гараж.
1896	Level2	K2021	t038	входит	14	Машина ____________ в гараж.
1897	Level2	K2022	t038	заезжает	14	Машина ____________ в гараж.
1898	Level2	K2023	t038	въехал	14	Машина ____________ в гараж.
1900	Level2	K2001	t039	прийти	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1901	Level2	K2002	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1902	Level2	K2003	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1903	Level2	K2004	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1904	Level2	K2005	t039	придёт	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1905	Level2	K2006	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1906	Level2	K2007	t039	подошли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1907	Level2	K2008	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1908	Level2	K2009	t039	пойдут	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1909	Level2	K2010	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1910	Level2	K2011	t039	вошли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1911	Level2	K2012	t039	прйдете	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1912	Level2	K2013	t039	ездили	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1913	Level2	K2014	t039	пошли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1914	Level2	K2015	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1915	Level2	K2016	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1916	Level2	K2017	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1917	Level2	K2018	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1918	Level2	K2019	t039	приходили	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1919	Level2	K2020	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1920	Level2	K2021	t039	прийдут	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1921	Level2	K2022	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1922	Level2	K2023	t039	пришли	15	Сегодня мой день рождения. Друзья ________________ ко мне в гости.
1924	Level2	K2001	t040	подплывать	16	Когда корабль ____________ к берегу, пассажиры обычно стоят на палубе.
