No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	ResponsePath	ResponseManner	ResponseDirection	ResponseAspect	PathY	MannerY	DirectionY	AspectY
1735	Level2	K2004	27.0	33.0	F	60.0	12.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1736	Level2	K2005	24.0	23.0	F	120.0	48.0	t032	обойти	PathItem	ob	walk	-	pf	обходить	MotionVerb	ob	walk	-	impf	1	1	1	0
1737	Level2	K2006	24.0	29.0	F	120.0	12.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1738	Level2	K2007	24.0	21.0	F	20.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	остаться	OtherVerb	x	x	x	pf	0	0	0	1
1739	Level2	K2008	23.0	24.0	M	24.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1740	Level2	K2009	23.0	22.0	M	20.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1741	Level2	K2010	23.0	19.0	M	36.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1742	Level2	K2011	22.0	25.0	F	60.0	4.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1743	Level2	K2012	22.0	28.0	M	72.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1744	Level2	K2013	22.0	31.0	M	60.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обходить	MotionVerb	ob	walk	-	impf	1	1	1	0
1745	Level2	K2014	22.0	22.0	F	32.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	не йдти	MotionVerb	-	walk	uni	impf	0	1	0	0
1746	Level2	K2015	22.0	20.0	M	20.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1747	Level2	K2016	21.0	34.0	F	36.0	9.0	t032	обойти	PathItem	ob	walk	-	pf	-	Empty	x	x	x	x	0	0	0	0
1748	Level2	K2017	21.0	20.0	F	20.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	не ходить в	MotionVerb	-	walk	multi	impf	0	1	0	0
1749	Level2	K2018	21.0	22.0	M	24.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1750	Level2	K2019	20.0	29.0	M	48.0	12.0	t032	обойти	PathItem	ob	walk	-	pf	обоидти	MotionVerb	ob	walk	-	pf	1	1	1	1
1751	Level2	K2020	20.0	29.0	F	120.0	12.0	t032	обойти	PathItem	ob	walk	-	pf	обходить	MotionVerb	ob	walk	-	impf	1	1	1	0
1752	Level2	K2021	20.0	25.0	F	96.0	12.0	t032	обойти	PathItem	ob	walk	-	pf	перейти	MotionVerb	pere	walk	-	pf	0	1	1	1
1753	Level2	K2022	32.0	40.0	F	108.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	пройти	MotionVerb	pro	walk	-	pf	0	1	1	1
1754	Level2	K2023	31.0	33.0	F	216.0	0.0	t032	обойти	PathItem	ob	walk	-	pf	обойти	MotionVerb	ob	walk	-	pf	1	1	1	1
1756	Level2	K2001	30.0	29.0	F	72.0	0.0	t033	взлетел	filler	vz	fly	-	pf	взлететь	MotionVerb	vz	fly	-	pf	1	1	1	1
1757	Level2	K2002	29.0	33.0	F	180.0	12.0	t033	взлетел	filler	vz	fly	-	pf	взлетел	MotionVerb	vz	fly	-	pf	1	1	1	1
1758	Level2	K2003	27.0	26.0	M	72.0	12.0	t033	взлетел	filler	vz	fly	-	pf	вылетел	MotionVerb	vy	fly	-	pf	0	1	1	1
1759	Level2	K2004	27.0	33.0	F	60.0	12.0	t033	взлетел	filler	vz	fly	-	pf	взлетел	MotionVerb	vz	fly	-	pf	1	1	1	1
1760	Level2	K2005	24.0	23.0	F	120.0	48.0	t033	взлетел	filler	vz	fly	-	pf	улетел	MotionVerb	u	fly	-	pf	0	1	1	1
1761	Level2	K2006	24.0	29.0	F	120.0	12.0	t033	взлетел	filler	vz	fly	-	pf	улетил	MotionVerb	u	fly	-	pf	0	1	1	1
1762	Level2	K2007	24.0	21.0	F	20.0	0.0	t033	взлетел	filler	vz	fly	-	pf	-	Empty	x	x	x	x	0	0	0	0
1763	Level2	K2008	23.0	24.0	M	24.0	0.0	t033	взлетел	filler	vz	fly	-	pf	полетел	MotionVerb	po	fly	-	pf	0	1	1	1
1764	Level2	K2009	23.0	22.0	M	20.0	0.0	t033	взлетел	filler	vz	fly	-	pf	вылетает	MotionVerb	vy	fly	-	impf	0	1	1	0
1765	Level2	K2010	23.0	19.0	M	36.0	0.0	t033	взлетел	filler	vz	fly	-	pf	вылетел	MotionVerb	vy	fly	-	pf	0	1	1	1
1766	Level2	K2011	22.0	25.0	F	60.0	4.0	t033	взлетел	filler	vz	fly	-	pf	полетел	MotionVerb	po	fly	-	pf	0	1	1	1
1767	Level2	K2012	22.0	28.0	M	72.0	0.0	t033	взлетел	filler	vz	fly	-	pf	полетел	MotionVerb	po	fly	-	pf	0	1	1	1
1768	Level2	K2013	22.0	31.0	M	60.0	0.0	t033	взлетел	filler	vz	fly	-	pf	вылетил	MotionVerb	vy	fly	-	pf	0	1	1	1
1769	Level2	K2014	22.0	22.0	F	32.0	0.0	t033	взлетел	filler	vz	fly	-	pf	уехал	MotionVerb	u	ride	-	pf	0	0	1	1
1770	Level2	K2015	22.0	20.0	M	20.0	0.0	t033	взлетел	filler	vz	fly	-	pf	вылетел	MotionVerb	vy	fly	-	pf	0	1	1	1
1771	Level2	K2016	21.0	34.0	F	36.0	9.0	t033	взлетел	filler	vz	fly	-	pf	улетил	MotionVerb	u	fly	-	pf	0	1	1	1
1772	Level2	K2017	21.0	20.0	F	20.0	0.0	t033	взлетел	filler	vz	fly	-	pf	-	Empty	x	x	x	x	0	0	0	0
1773	Level2	K2018	21.0	22.0	M	24.0	0.0	t033	взлетел	filler	vz	fly	-	pf	улетел	MotionVerb	u	fly	-	pf	0	1	1	1
1774	Level2	K2019	20.0	29.0	M	48.0	12.0	t033	взлетел	filler	vz	fly	-	pf	-	Empty	x	x	x	x	0	0	0	0
1775	Level2	K2020	20.0	29.0	F	120.0	12.0	t033	взлетел	filler	vz	fly	-	pf	слетает	MotionVerb	s	fly	-	impf	0	1	1	0
1776	Level2	K2021	20.0	25.0	F	96.0	12.0	t033	взлетел	filler	vz	fly	-	pf	улетил	MotionVerb	u	fly	-	pf	0	1	1	1
1777	Level2	K2022	32.0	40.0	F	108.0	0.0	t033	взлетел	filler	vz	fly	-	pf	взлетел	MotionVerb	vz	fly	-	pf	1	1	1	1
1778	Level2	K2023	31.0	33.0	F	216.0	0.0	t033	взлетел	filler	vz	fly	-	pf	вылетел	MotionVerb	vy	fly	-	pf	0	1	1	1
1780	Level2	K2001	30.0	29.0	F	72.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывать	MotionVerb	pod	swim	-	impf	1	1	1	1
1781	Level2	K2002	29.0	33.0	F	180.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывает	MotionVerb	pod	swim	-	impf	1	1	1	1
1782	Level2	K2003	27.0	26.0	M	72.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	подплыл	MotionVerb	pod	swim	-	pf	1	1	1	0
1783	Level2	K2004	27.0	33.0	F	60.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	подплыл	MotionVerb	pod	swim	-	pf	1	1	1	0
1784	Level2	K2005	24.0	23.0	F	120.0	48.0	t034	подплывает	PathItem	pod	swim	-	impf	придёт	MotionVerb	pri	walk	-	pf	0	0	1	0
1785	Level2	K2006	24.0	29.0	F	120.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	приплавает	MotionVerb	pri	swim	-	impf	0	1	1	1
1786	Level2	K2007	24.0	21.0	F	20.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	доидёт	MotionVerb	do	walk	-	pf	0	0	1	0
1787	Level2	K2008	23.0	24.0	M	24.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплыл	MotionVerb	pod	swim	-	pf	1	1	1	0
1788	Level2	K2009	23.0	22.0	M	20.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплавает	MotionVerb	pod	swim	-	impf	1	1	1	1
1789	Level2	K2010	23.0	19.0	M	36.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	приплавает	MotionVerb	pri	swim	-	impf	0	1	1	1
1790	Level2	K2011	22.0	25.0	F	60.0	4.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывёт	MotionVerb	pod	swim	-	pf	1	1	1	0
1791	Level2	K2012	22.0	28.0	M	72.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплавает	MotionVerb	pod	swim	-	impf	1	1	1	1
1792	Level2	K2013	22.0	31.0	M	60.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	приплевает	MotionVerb	pri	swim	-	impf	0	1	1	1
1793	Level2	K2014	22.0	22.0	F	32.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	приходет	MotionVerb	pri	walk	-	impf	0	0	1	1
1794	Level2	K2015	22.0	20.0	M	20.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывает	MotionVerb	pod	swim	-	impf	1	1	1	1
1795	Level2	K2016	21.0	34.0	F	36.0	9.0	t034	подплывает	PathItem	pod	swim	-	impf	-	Empty	x	x	x	x	0	0	0	0
1796	Level2	K2017	21.0	20.0	F	20.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	приплавает	MotionVerb	pri	swim	-	impf	0	1	1	1
1797	Level2	K2018	21.0	22.0	M	24.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплавает	MotionVerb	pod	swim	-	impf	1	1	1	1
1798	Level2	K2019	20.0	29.0	M	48.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	подплыть	MotionVerb	pod	swim	-	pf	1	1	1	0
1799	Level2	K2020	20.0	29.0	F	120.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	приплавает	MotionVerb	pri	swim	-	impf	0	1	1	1
1800	Level2	K2021	20.0	25.0	F	96.0	12.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывает	MotionVerb	pod	swim	-	impf	1	1	1	1
1801	Level2	K2022	32.0	40.0	F	108.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	-	Empty	x	x	x	x	0	0	0	0
1802	Level2	K2023	31.0	33.0	F	216.0	0.0	t034	подплывает	PathItem	pod	swim	-	impf	подплывал	MotionVerb	pod	swim	-	impf	1	1	1	1
1804	Level2	K2001	30.0	29.0	F	72.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отойти	MotionVerb	ot	walk	-	pf	1	1	1	1
1805	Level2	K2002	29.0	33.0	F	180.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1806	Level2	K2003	27.0	26.0	M	72.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1807	Level2	K2004	27.0	33.0	F	60.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	отошла	MotionVerb	ot	walk	-	pf	1	1	1	1
1808	Level2	K2005	24.0	23.0	F	120.0	48.0	t035	отошла	PathItem	ot	walk	-	pf	отошла	MotionVerb	ot	walk	-	pf	1	1	1	1
1809	Level2	K2006	24.0	29.0	F	120.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	зайдёт	MotionVerb	za	walk	-	pf	0	1	1	1
1810	Level2	K2007	24.0	21.0	F	20.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	-	Empty	x	x	x	x	0	0	0	0
1811	Level2	K2008	23.0	24.0	M	24.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1812	Level2	K2009	23.0	22.0	M	20.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отходила	MotionVerb	ot	walk	-	impf	1	1	1	0
1813	Level2	K2010	23.0	19.0	M	36.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	уйдёт	MotionVerb	u	walk	-	pf	0	1	1	1
1814	Level2	K2011	22.0	25.0	F	60.0	4.0	t035	отошла	PathItem	ot	walk	-	pf	отойдет	MotionVerb	ot	walk	-	pf	1	1	1	1
1815	Level2	K2012	22.0	28.0	M	72.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отойдёт	MotionVerb	ot	walk	-	pf	1	1	1	1
1816	Level2	K2013	22.0	31.0	M	60.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1817	Level2	K2014	22.0	22.0	F	32.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	идёт	MotionVerb	-	walk	uni	impf	0	1	0	0
1818	Level2	K2015	22.0	20.0	M	20.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1819	Level2	K2016	21.0	34.0	F	36.0	9.0	t035	отошла	PathItem	ot	walk	-	pf	-	Empty	x	x	x	x	0	0	0	0
1820	Level2	K2017	21.0	20.0	F	20.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	ушла	MotionVerb	u	walk	-	pf	0	1	1	1
1821	Level2	K2018	21.0	22.0	M	24.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отходит	MotionVerb	ot	walk	-	impf	1	1	1	0
1822	Level2	K2019	20.0	29.0	M	48.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	отоидти	MotionVerb	ot	walk	-	pf	1	1	1	1
1823	Level2	K2020	20.0	29.0	F	120.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	выйдёт	MotionVerb	vy	walk	-	pf	0	1	1	1
1824	Level2	K2021	20.0	25.0	F	96.0	12.0	t035	отошла	PathItem	ot	walk	-	pf	отступает	OtherVerb	x	x	x	impf	0	0	0	0
1825	Level2	K2022	32.0	40.0	F	108.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	отошла	MotionVerb	ot	walk	-	pf	1	1	1	1
1826	Level2	K2023	31.0	33.0	F	216.0	0.0	t035	отошла	PathItem	ot	walk	-	pf	уступал	OtherVerb	x	x	x	impf	0	0	0	0
1828	Level2	K2001	30.0	29.0	F	72.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подбегать	MotionVerb	pod	run	-	impf	1	1	1	1
1829	Level2	K2002	29.0	33.0	F	180.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	подбегает	MotionVerb	pod	run	-	impf	1	1	1	1
1830	Level2	K2003	27.0	26.0	M	72.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	подбежит	MotionVerb	pod	run	-	pf	1	1	1	0
1831	Level2	K2004	27.0	33.0	F	60.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	подбежит	MotionVerb	pod	run	-	pf	1	1	1	0
1832	Level2	K2005	24.0	23.0	F	120.0	48.0	t036	подбегает	PathItem	pod	run	-	impf	приходит	MotionVerb	pri	walk	-	impf	0	0	1	1
1833	Level2	K2006	24.0	29.0	F	120.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	добежает	MotionVerb	do	run	-	pf	0	1	1	0
1834	Level2	K2007	24.0	21.0	F	20.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	доидёт	MotionVerb	do	walk	-	pf	0	0	1	0
1835	Level2	K2008	23.0	24.0	M	24.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подбегает	MotionVerb	pod	run	-	impf	1	1	1	1
1836	Level2	K2009	23.0	22.0	M	20.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подходит	MotionVerb	pod	walk	-	impf	1	0	1	1
1837	Level2	K2010	23.0	19.0	M	36.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подбежит	MotionVerb	pod	run	-	pf	1	1	1	0
1838	Level2	K2011	22.0	25.0	F	60.0	4.0	t036	подбегает	PathItem	pod	run	-	impf	побежет	MotionVerb	po	run	-	pf	0	1	1	0
1839	Level2	K2012	22.0	28.0	M	72.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подходит	MotionVerb	pod	walk	-	impf	1	0	1	1
1840	Level2	K2013	22.0	31.0	M	60.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	бегает	MotionVerb	-	run	multi	impf	0	1	0	1
1841	Level2	K2014	22.0	22.0	F	32.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подохожу	MotionVerb	pod	walk	-	impf	1	0	1	1
1842	Level2	K2015	22.0	20.0	M	20.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подбегает	MotionVerb	pod	run	-	impf	1	1	1	1
1843	Level2	K2016	21.0	34.0	F	36.0	9.0	t036	подбегает	PathItem	pod	run	-	impf	побежала	MotionVerb	po	run	-	pf	0	1	1	0
1844	Level2	K2017	21.0	20.0	F	20.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	идёт	MotionVerb	-	walk	uni	impf	0	0	0	1
1845	Level2	K2018	21.0	22.0	M	24.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	бежит	MotionVerb	-	run	uni	impf	0	1	0	1
1846	Level2	K2019	20.0	29.0	M	48.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	прибежать	MotionVerb	pri	run	-	pf	0	1	1	0
1847	Level2	K2020	20.0	29.0	F	120.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	прибегает	MotionVerb	pri	run	-	impf	0	1	1	1
1848	Level2	K2021	20.0	25.0	F	96.0	12.0	t036	подбегает	PathItem	pod	run	-	impf	бегает	MotionVerb	-	run	multi	impf	0	1	0	1
1849	Level2	K2022	32.0	40.0	F	108.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	бежит	MotionVerb	-	run	uni	impf	0	1	0	1
1850	Level2	K2023	31.0	33.0	F	216.0	0.0	t036	подбегает	PathItem	pod	run	-	impf	подбежит	MotionVerb	pod	run	-	pf	1	1	1	0
1852	Level2	K2001	30.0	29.0	F	72.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	подлетать	MotionVerb	pod	fly	-	impf	1	1	1	1
1853	Level2	K2002	29.0	33.0	F	180.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	спускается	OtherVerb	x	x	x	impf	0	0	0	1
1854	Level2	K2003	27.0	26.0	M	72.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	подлетает	MotionVerb	pod	fly	-	impf	1	1	1	1
1855	Level2	K2004	27.0	33.0	F	60.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	подошёл	MotionVerb	pod	walk	-	pf	1	0	1	0
1856	Level2	K2005	24.0	23.0	F	120.0	48.0	t037	подлетает	PathItem	pod	fly	-	impf	подлетет	MotionVerb	pod	fly	-	pf	1	1	1	0
1857	Level2	K2006	24.0	29.0	F	120.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетит	MotionVerb	pri	fly	-	pf	0	1	1	0
1858	Level2	K2007	24.0	21.0	F	20.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	доедет	MotionVerb	do	ride	-	pf	0	0	1	0
1859	Level2	K2008	23.0	24.0	M	24.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	подойдёт	MotionVerb	pod	walk	-	pf	1	0	1	0
1860	Level2	K2009	23.0	22.0	M	20.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	подлетает	MotionVerb	pod	fly	-	impf	1	1	1	1
1861	Level2	K2010	23.0	19.0	M	36.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетит	MotionVerb	pri	fly	-	pf	0	1	1	0
1862	Level2	K2011	22.0	25.0	F	60.0	4.0	t037	подлетает	PathItem	pod	fly	-	impf	подойдёт	MotionVerb	pod	walk	-	pf	1	0	1	0
1863	Level2	K2012	22.0	28.0	M	72.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетает	MotionVerb	pri	fly	-	impf	0	1	1	1
1864	Level2	K2013	22.0	31.0	M	60.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	долетает	MotionVerb	do	fly	-	impf	0	1	1	1
1865	Level2	K2014	22.0	22.0	F	32.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	поехал	MotionVerb	po	ride	-	pf	0	0	1	0
1866	Level2	K2015	22.0	20.0	M	20.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетит	MotionVerb	pri	fly	-	pf	0	1	1	0
1867	Level2	K2016	21.0	34.0	F	36.0	9.0	t037	подлетает	PathItem	pod	fly	-	impf	долетил	MotionVerb	do	fly	-	pf	0	1	1	0
1868	Level2	K2017	21.0	20.0	F	20.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	придёт	MotionVerb	pri	walk	-	pf	0	0	1	0
1869	Level2	K2018	21.0	22.0	M	24.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетит	MotionVerb	pri	fly	-	pf	0	1	1	0
1870	Level2	K2019	20.0	29.0	M	48.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	прилететь	MotionVerb	pri	fly	-	pf	0	1	1	0
1871	Level2	K2020	20.0	29.0	F	120.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	прилетает	MotionVerb	pri	fly	-	impf	0	1	1	1
1872	Level2	K2021	20.0	25.0	F	96.0	12.0	t037	подлетает	PathItem	pod	fly	-	impf	подлетает	MotionVerb	pod	fly	-	impf	1	1	1	1
1873	Level2	K2022	32.0	40.0	F	108.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	приближается	OtherVerb	x	x	x	impf	0	0	0	1
1874	Level2	K2023	31.0	33.0	F	216.0	0.0	t037	подлетает	PathItem	pod	fly	-	impf	подехал	MotionVerb	pod	ride	-	pf	1	0	1	0
1876	Level2	K2001	30.0	29.0	F	72.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	входить	MotionVerb	v	walk	-	impf	1	0	1	1
1877	Level2	K2002	29.0	33.0	F	180.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	идёт	MotionVerb	-	walk	uni	impf	0	0	0	1
1878	Level2	K2003	27.0	26.0	M	72.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	входит	MotionVerb	v	walk	-	impf	1	0	1	1
1879	Level2	K2004	27.0	33.0	F	60.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	въехала	MotionVerb	v	ride	-	pf	1	1	1	0
1880	Level2	K2005	24.0	23.0	F	120.0	48.0	t038	въезжает	PathItem	v	ride	-	impf	вошёл	MotionVerb	v	walk	-	pf	1	0	1	0
1881	Level2	K2006	24.0	29.0	F	120.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	воидёт	MotionVerb	v	walk	-	pf	1	0	1	0
1882	Level2	K2007	24.0	21.0	F	20.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	останавливаеться	OtherVerb	x	x	x	impf	0	0	0	1
1883	Level2	K2008	23.0	24.0	M	24.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	входит	MotionVerb	v	walk	-	impf	1	0	1	1
1884	Level2	K2009	23.0	22.0	M	20.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	воежзал	MotionVerb	v	ride	-	impf	1	1	1	1
1885	Level2	K2010	23.0	19.0	M	36.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	входит	MotionVerb	v	walk	-	impf	1	0	1	1
1886	Level2	K2011	22.0	25.0	F	60.0	4.0	t038	въезжает	PathItem	v	ride	-	impf	войдет	MotionVerb	v	walk	-	pf	1	0	1	0
1887	Level2	K2012	22.0	28.0	M	72.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	въедет	MotionVerb	v	ride	-	pf	1	1	1	0
1888	Level2	K2013	22.0	31.0	M	60.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	входит	MotionVerb	v	walk	-	impf	1	0	1	1
1889	Level2	K2014	22.0	22.0	F	32.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	идет	MotionVerb	-	walk	uni	impf	0	0	0	1
1890	Level2	K2015	22.0	20.0	M	20.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	въезжает	MotionVerb	v	ride	-	impf	1	1	1	1
1891	Level2	K2016	21.0	34.0	F	36.0	9.0	t038	въезжает	PathItem	v	ride	-	impf	воедет	MotionVerb	v	ride	-	pf	1	1	1	0
1892	Level2	K2017	21.0	20.0	F	20.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	выедет	MotionVerb	vy	ride	-	pf	0	1	1	0
1893	Level2	K2018	21.0	22.0	M	24.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	въезжает	MotionVerb	v	ride	-	impf	1	1	1	1
1894	Level2	K2019	20.0	29.0	M	48.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	воехать	MotionVerb	v	ride	-	pf	1	1	1	0
1895	Level2	K2020	20.0	29.0	F	120.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	ведёт	OtherVerb	x	x	x	impf	0	0	0	1
1896	Level2	K2021	20.0	25.0	F	96.0	12.0	t038	въезжает	PathItem	v	ride	-	impf	входит	MotionVerb	v	walk	-	impf	1	0	1	1
1897	Level2	K2022	32.0	40.0	F	108.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	заезжает	MotionVerb	za	ride	-	impf	0	1	1	1
1898	Level2	K2023	31.0	33.0	F	216.0	0.0	t038	въезжает	PathItem	v	ride	-	impf	въехал	MotionVerb	v	ride	-	pf	1	1	1	0
1900	Level2	K2001	30.0	29.0	F	72.0	0.0	t039	пришли	PathItem	pri	walk	-	pf	прийти	MotionVerb	pri	walk	-	pf	1	1	1	1
1901	Level2	K2002	29.0	33.0	F	180.0	12.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1902	Level2	K2003	27.0	26.0	M	72.0	12.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1903	Level2	K2004	27.0	33.0	F	60.0	12.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1904	Level2	K2005	24.0	23.0	F	120.0	48.0	t039	пришли	PathItem	pri	walk	-	pf	придёт	MotionVerb	pri	walk	-	pf	1	1	1	1
1905	Level2	K2006	24.0	29.0	F	120.0	12.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1906	Level2	K2007	24.0	21.0	F	20.0	0.0	t039	пришли	PathItem	pri	walk	-	pf	подошли	MotionVerb	pod	walk	-	pf	0	1	1	1
1907	Level2	K2008	23.0	24.0	M	24.0	0.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1908	Level2	K2009	23.0	22.0	M	20.0	0.0	t039	пришли	PathItem	pri	walk	-	pf	пойдут	MotionVerb	po	walk	-	pf	0	1	1	1
1909	Level2	K2010	23.0	19.0	M	36.0	0.0	t039	пришли	PathItem	pri	walk	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	1	1	1
1910	Level2	K2011	22.0	25.0	F	60.0	4.0	t039	пришли	PathItem	pri	walk	-	pf	вошли	MotionVerb	v	walk	-	pf	0	1	1	1
